ID,game,release,positive_reviews,negative_reviews,primary_genre,store_genres,publisher,developer,detected_technologies,all_time_peak,all_time_peak_date
24258,HotGirls Sliding Puzzle,2021-09-09,4,2,Casual (4),"Casual (4), Indie (23)",DIG Publishing,LineArtBabe,Engine.Unity,2,2022-03-15
24259,Hockey VR,2021-10-14,4,2,Sports (18),"Indie (23), Simulation (28), Sports (18)",Melcher Studios,Melcher Studios,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,3,2021-11-30
24260,Sumy Shelltris - ICEBLOCKS 1,2021-11-03,4,2,Casual (4),"Casual (4), Indie (23), Strategy (2)",Star Shell,Mario Roberto da Silva,Engine.Godot,1,2021-11-03
24261,Robin Hood: Spring of Life,2021-11-24,4,2,Casual (4),"Adventure (25), Casual (4), Indie (23), Strategy (2)",Alawar Entertainment,GameOn Production,Engine.Unity; SDK.UnityURP; SDK.cURL,14,2021-11-25
24262,Another Day in Paradise,2021-12-18,4,2,Adventure (25),Adventure (25),Thunder Road Game Studios,Thunder Road Game Studios,Engine.Unity; SDK.Vorbis,2,2022-01-25
24263,Jane The Reaper,2021-12-22,4,2,Action (1),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Early Access (70)",Hands Soft Inc.,Hands Soft Inc.,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,2,2021-12-22
24264,NYKRA: Before,2021-09-27,61,41,Adventure (25),"Adventure (25), Indie (23), RPG (3)",ENDESGA,ENDESGA,Engine.GameMaker,71,2021-09-28
24265,Ryte: The Eye Of Atlantis,2021-01-27,19,12,Adventure (25),Adventure (25),Orichalcum Pictures,Orichalcum Pictures,Engine.Unity; SDK.FMOD; SDK.OpenVR,13,2021-01-27
24267,Hentai GIF Puzzle,2021-05-01,19,12,Casual (4),"Casual (4), Indie (23)",Seito Games,Seito Games,Engine.Unity,3,2021-01-17
24268,Junkpunk: Arena,2021-08-31,19,12,Action (1),"Action (1), Casual (4), Free to Play (37), Indie (23)",Eggs w/ Legs,Eggs w/ Legs,Engine.Unity; SDK.FMOD; SDK.UnityBurst; SDK.UnityHDRP; SDK.cURL,15,2021-09-01
24269,Arena Tactics,2021-06-18,19,12,Strategy (2),"Free to Play (37), Strategy (2), Early Access (70)",Camex Games,Camex Games,Engine.Unity,145,2021-06-18
24270,Christmas Horror,2021-12-03,19,12,Indie (23),"Action (1), Adventure (25), Indie (23)",Purple Thunder Games,Purple Thunder Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,6,2021-12-04
24271,Machinist,2021-04-20,16,10,Indie (23),"Casual (4), Free to Play (37), Indie (23), RPG (3), Simulation (28), Strategy (2), Early Access (70)",游艺春秋网络科技(香港)有限公司,上海沙界软件有限公司,Engine.Unity; SDK.NVIDIA_PhysX; SDK.UnityBurst,17,2021-07-28
24272,Bromeliad,2021-01-30,16,10,Action (1),"Action (1), Adventure (25), Early Access (70)",Gorka Games Studios,Gorka Games Studios,Engine.Unity; SDK.Photon; SDK.UnityBurst,8,2021-01-31
24273,lightblue,2021-02-28,16,10,Indie (23),"Action (1), Adventure (25), Indie (23)",uut games,uut games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,4,2021-03-01
24274,Spider-Robots War,2021-04-02,16,10,Indie (23),"Indie (23), Strategy (2)",Laush Studio,Laush Dmitriy Sergeevich,Engine.Unity,2,2021-04-03
24275,Farming Engine,2021-04-23,16,10,Simulation (28),Simulation (28),Indie Marc,Indie Marc,Engine.Unity,11,2021-04-25
24276,Neokaiju,2021-07-03,16,10,Action (1),Action (1),BYU Animation,BYU Animation,Engine.Unreal; SDK.FMOD; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,8,2021-07-05
24277,Rust 'n Dust,2021-09-13,16,10,Action (1),"Action (1), Adventure (25), Free to Play (37), Indie (23)",Covid Cowboys,Covid Cowboys,Engine.Unity; SDK.FMOD; SDK.UnityBurst,6,2021-09-13
24278,封灵档案,2021-01-08,817,588,Early Access (70),"Action (1), Adventure (25), Free to Play (37), Indie (23), Massively Multiplayer (29), RPG (3), Strategy (2), Early Access (70)",鸽屋咕游戏,（Hong Kong）GKD Game Studio,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_DLSS; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,961,2021-01-08
24279,Car Constructor,2021-05-08,52,35,Racing (9),"Action (1), Adventure (25), Casual (4), Indie (23), Racing (9), Simulation (28), Sports (18)",Guilty Pleasure Games,Guilty Pleasure Games,Engine.Unity,11,2021-05-11
24280,Ulna Online,2021-03-12,13,8,RPG (3),"Action (1), Adventure (25), Free to Play (37), Indie (23), Massively Multiplayer (29), RPG (3), Early Access (70)",Ulna Produção,Moscano,Engine.MonoGame; SDK.SDL,22,2021-03-13
24281,Undiscovered House,2021-03-24,13,8,Adventure (25),"Action (1), Adventure (25), Indie (23)",Sysreb Games,Sysreb Games,Engine.Unity,3,2021-05-13
24282,7 Years' War,2021-05-31,13,8,Adventure (25),"Action (1), Adventure (25), Free to Play (37)",Group Six Games,Jason Jackson Justin Carranza Jude Pierre Evan Tomksy,SDK.NWJS; SDK.NodeJS,2,2021-05-31
24283,Space Ninja Simulator VR,2021-03-25,13,8,Action (1),"Action (1), Free to Play (37), Simulation (28)",Marius Angeschrien,Marius Angeschrien,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR; SDK.UnityURP,10,2021-03-25
24284,BENTO GIRL,2021-03-26,13,8,Casual (4),"Casual (4), Indie (23)",amituof,amituof,Engine.Unity,6,2021-03-26
24285,Pets No More,2021-07-26,13,8,Sports (18),Sports (18),Purple Tree S R L,Purple Tree S R L,Engine.Unity,5,2022-04-30
24286,Puppy Adventure,2021-05-23,13,8,Action (1),"Action (1), Indie (23)",Reforged Group,Reforged Group,Engine.GameMaker,2,2021-07-30
24287,Mini Racing World,2021-07-26,13,8,Racing (9),Racing (9),Kitty In A Box,Kitty In A Box,Engine.Unity; SDK.FMOD; SDK.UnityURP; SDK.cURL,5,2021-11-15
24288,An Odd Tale,2021-07-31,13,8,RPG (3),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), RPG (3)",Change Studios LLC,Change Studios LLC,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.OculusXRPlugin; SDK.Vorbis; SDK.XAudio2,6,2021-07-31
24289,Winter Warfare: Survival,2021-11-09,13,8,Action (1),"Action (1), Adventure (25), RPG (3), Simulation (28)",Orbis Studio,Orbis Studio,Engine.Unity; SDK.UnityBurst; SDK.cURL,8,2021-11-09
24290,The Quiet Apocalypse,2021-11-11,13,8,Adventure (25),"Adventure (25), Indie (23)",Little Denis Games,Little Denis Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,6,2021-11-14
24291,Underwater World,2021-12-03,13,8,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23), Massively Multiplayer (29), Racing (9), Simulation (28), Strategy (2)",HandMade Games,LTZinc,SDK.NWJS; SDK.NodeJS,6,2021-12-03
24292,Sword and Fairy 5,2021-06-17,29,19,RPG (3),RPG (3),SOFTSTAR ENTERTAINMENT,SOFTSTAR TECHNOLOGY(BEIJING),SDK.Bink_Video; SDK.Miles_Sound_System; SDK.Vorbis,38,2021-06-20
24293,RiMS Racing,2021-08-19,622,447,Racing (9),Racing (9),Nacon,Raceward Studio,SDK.EpicOnlineServices; SDK.FMOD; SDK.NVIDIA_Ansel,680,2022-02-12
24294,Minimal Move,2021-03-31,7,4,Indie (23),"Adventure (25), Indie (23)",Tako Studio,Tako Studio,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,5,2020-05-21
24295,The Makings of a Lady - Purity Yours to Defile -,2021-05-14,7,4,Simulation (28),Simulation (28),Tensei Games,Appetite,Engine.KiriKiri; SDK.Adobe_Flash; SDK.Vorbis,3,2021-05-15
24296,The Last Kids on Earth and the Staff of Doom!,2021-06-04,7,4,Action (1),"Action (1), RPG (3)",Outright Games Ltd.,Stage Clear Studios,Engine.Unity; SDK.Photon,6,2021-06-05
24297,DoHots,2021-04-26,7,4,Casual (4),"Casual (4), RPG (3)",AChat Animation Studios,AChat Animation Studios,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,4,2021-04-27
24298,Delivery Company Clicker,2021-05-25,7,4,Indie (23),"Casual (4), Indie (23), Simulation (28)",F Studio,F Studio,Engine.Unity,5,2021-05-25
24299,Z-Blood Mission,2021-01-15,7,4,Action (1),"Action (1), Indie (23), Early Access (70)",Hot Code Games,Hot Code Games,Engine.Unity; SDK.cURL,2,2021-01-15
24300,Bushfires: Animal Rescue,2021-01-22,7,4,Adventure (25),"Action (1), Adventure (25), Casual (4), Indie (23), Racing (9), Early Access (70)",Flying Butter Games,Flying Butter Games,Engine.Unity; SDK.UnityURP; SDK.cURL,5,2022-03-29
24301,Asian Mahjong,2021-03-16,7,4,Casual (4),Casual (4),8floor,Creobit,SDK.OpenAL; SDK.Vorbis,3,2022-02-21
24302,Dreams Of Adventure,2021-10-07,7,4,RPG (3),"Adventure (25), Casual (4), Free to Play (37), Indie (23), RPG (3), Simulation (28), Strategy (2), Early Access (70)",Farting Rainbow Production,Farting Rainbow Production,Engine.RPGMaker,4,2021-10-23
24303,PRISONER 17,2021-04-12,7,4,Action (1),"Action (1), Adventure (25), Indie (23)",A13,A13,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,7,2021-05-26
24304,Retro Tank Party,2021-04-20,7,4,Action (1),"Action (1), Casual (4)",Snopek Games,Snopek Games,Engine.Godot,6,2021-04-20
24305,Redaxium,2021-12-27,7,4,Indie (23),"Indie (23), RPG (3)",redratic,redratic,Engine.Unity,3,2021-08-14
24306,Mind Shadows,2021-04-15,7,4,Indie (23),Indie (23),AM Productions,AMPro,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.OculusXRPlugin; SDK.Vorbis,2,2021-04-15
24307,ZeroChance,2021-04-23,7,4,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23)",Tamashii,Tamashii,Engine.Unreal; SDK.NVIDIA_APEX; SDK.OpenSSL; SDK.OpenVR; SDK.Vorbis,2,2021-04-23
24308,Skeleton Wave,2021-05-04,7,4,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",FunnyKids,FunnyKids,Engine.Unity,2,2021-05-09
24309,Cyborpunk Crisis,2021-05-29,7,4,Action (1),Action (1),PastureSoft,PastureSoft,SDK.XAudio2,5,2021-05-29
24310,Armed Emeth,2021-08-06,7,4,RPG (3),"Adventure (25), Indie (23), RPG (3), Simulation (28), Strategy (2)",KEMCO,Hit-Point Co.Ltd.,Engine.Unity,24,2021-08-09
24311,Beyond The Gates,2021-07-22,7,4,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23), Early Access (70)",Chonky Games,Chonky Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,6,2021-07-23
24312,SnowTunes Island,2021-12-01,7,4,Adventure (25),"Adventure (25), Free to Play (37), Indie (23)",Rondovo Games,Commander Jersey,Engine.AppGameKit,2,2021-12-01
24313,Sapling,2021-07-30,7,4,Indie (23),"Casual (4), Indie (23)",bland man studios,bland man studios,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,2,2021-07-30
24314,Splash Jump,2021-08-02,7,4,Casual (4),Casual (4),Crewxaa,Crewxaa,Engine.Unity; SDK.cURL,2,2021-08-25
24315,Valkyrie: Journey To Midgard,2021-08-28,7,4,RPG (3),RPG (3),Angel And Demons,Succubella Games,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,3,2021-11-21
24316,Destruction Dummies,2021-12-24,7,4,Action (1),"Action (1), Casual (4), Indie (23), Simulation (28)",Hermit Mode,Hermit Mode,Engine.Unity,3,2023-03-17
24317,Lawnmower Game: Space Fight,2021-10-26,7,4,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Tero Lunkka,Tero Lunkka,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.Vorbis; SDK.XAudio2,2,2022-02-27
24318,TARAKAN,2021-09-18,7,4,Indie (23),"Adventure (25), Casual (4), Indie (23)",M9 Games,M9 Games,Engine.Unity,4,2021-09-21
24320,KSTG,2021-10-19,7,4,Action (1),"Action (1), Adventure (25), Indie (23)",Piece Of Voxel,Andrey Mikheev,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,5,2022-12-02
24321,A Fishy RPG,2021-11-05,7,4,Early Access (70),"Adventure (25), Indie (23), RPG (3), Early Access (70)",LGV,LGV,Container.Electron,4,2021-11-06
24322,Jetpack Vacation,2021-11-18,10,6,Casual (4),"Casual (4), Simulation (28)",Clique Games,Tourism Infinity,Engine.Unity; SDK.FMOD; SDK.OculusXRPlugin; SDK.OpenVR; SDK.UnityBurst; SDK.UnityURP,11,2022-06-24
24323,Push Your Family,2021-09-22,10,6,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23), Early Access (70)",Meteor Mug,Meteor Mug,Engine.Unity; SDK.Photon; SDK.UnityURP,23,2021-09-23
24324,Capsule Hotel Simulator,2021-01-24,10,6,Simulation (28),Simulation (28),Kavkaz Sila Games,Digital Tours Interactive,Engine.Unreal; SDK.CEF; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,4,2021-01-24
24325,Crazy Derby Racing,2021-09-11,10,6,Racing (9),"Action (1), Casual (4), Indie (23), Racing (9), Simulation (28), Sports (18)",Gigantum Games,DD Racing,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,2,2020-06-16
24326,The Island of Dr. Yepstein,2021-09-17,10,6,Action (1),"Action (1), Adventure (25), Indie (23)",AssetFlipGames World Game Publishing,AssetFlipGames,Engine.Unity,3,2021-09-17
24327,Neon Warrior,2021-03-02,10,6,Action (1),"Action (1), Adventure (25)",My Way Games,Dnovel,Engine.Cocos; SDK.OpenAL; SDK.Vorbis; SDK.cURL,3,2021-02-13
24328,T. B. P.,2021-02-11,10,6,Casual (4),"Casual (4), Indie (23), Simulation (28)",Laush Studio,Laush Dmitriy Sergeevich,Engine.Unity,2,2021-02-11
24329,Velocity Vector,2021-03-11,10,6,Racing (9),"Action (1), Indie (23), Racing (9)",Alpha Lyrae,Alpha Lyrae,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,3,2021-03-14
24330,Cutie Bear,2021-03-30,10,6,Adventure (25),"Adventure (25), Casual (4), Indie (23)",kovalevviktor,KazahSLI,Engine.GameMaker,3,2023-04-10
24331,猫头鹰和灯塔,2021-07-12,10,6,Indie (23),"Casual (4), Indie (23), Strategy (2)",WoodenWolf,WoodenWolf,Engine.Unity,16,2021-07-12
24333,Alien Planet Explorer,2021-05-11,10,6,Adventure (25),"Adventure (25), Indie (23)",kovalevviktor,Renalut Studios,Engine.Unity,2,2022-05-17
24334,Armored,2021-06-02,10,6,Action (1),"Action (1), Indie (23)",INFINITE BRIDGE,INFINITE BRIDGE,Engine.Unity,2,2021-07-14
24335,Карьера Президента,2021-07-27,10,6,Simulation (28),"Casual (4), Free to Play (37), Indie (23), Simulation (28)",WagnerGameLab,WagnerGameLab,Engine.GameMaker,7,2021-07-28
24337,Modest Eyes,2021-12-03,10,6,Casual (4),"Adventure (25), Casual (4)",Rosa Special Studio,玫瑰工作室,Engine.Unity,3,2021-12-06
24338,World of Bärn,2021-12-09,10,6,RPG (3),"Action (1), Adventure (25), RPG (3)",Ready To Play,Ready To Play,Engine.Unity; SDK.cURL,2,2021-12-18
24340,SQUID GUYS,2021-12-04,108,75,Sports (18),"Action (1), Adventure (25), Casual (4), Simulation (28), Sports (18)",K-Games,K-Games,Engine.Unity; SDK.Photon; SDK.SteamworksNET; SDK.UnityHDRP; SDK.cURL,82,2021-12-04
24341,Hello Teacher,2021-06-16,26,17,Indie (23),"Action (1), Adventure (25), Indie (23)",Yasha,Yasha,Engine.Unreal; SDK.Discord; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,11,2023-03-20
24342,Bad boy simulator,2021-01-02,36,24,Action (1),"Action (1), Adventure (25), Indie (23), Simulation (28), Early Access (70)",SoftWeather Games,SoftWeather Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,14,2021-12-04
24343,Surgical Robot Simulator,2021-09-18,36,24,Simulation (28),"Action (1), Casual (4), Free to Play (37), Indie (23), Simulation (28)",Sooyan Software,Tornado Studio,Engine.OGRE; SDK.BASS; SDK.OpenVR; SDK.Qt; SDK.cURL,9,2021-09-25
24344,Kingdom Builders,2021-06-24,152,107,RPG (3),"Action (1), Indie (23), RPG (3), Strategy (2), Early Access (70)",ebb & flow games,ebb &amp; flow games,Engine.Unity; SDK.UnityURP; SDK.cURL,104,2021-06-24
24346,Grand Casino Tycoon,2021-05-20,30,20,Simulation (28),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Aerosoft GmbH,stillalive studios,Engine.Unity; SDK.FMOD,59,2021-05-20
24347,NERTHUS: EINAR´S FATE,2021-07-15,20,13,Action (1),"Action (1), Adventure (25), Free to Play (37), Indie (23), Early Access (70)",ESAT,Tomato Rangers,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,8,2021-08-09
24348,DwarfHeim,2021-09-27,333,240,Strategy (2),"Simulation (28), Strategy (2)",Merge Games,Pineleaf Studio,Engine.Unity; SDK.Photon; SDK.UnityBurst; SDK.UnityHDRP; SDK.Wwise,410,2020-10-22
24349,Toy Soldiers HD ,2021-10-21,65,45,Strategy (2),"Action (1), Simulation (28), Strategy (2)",Accelerate Games,Signal Studios,SDK.EpicOnlineServices; SDK.FMOD,87,2021-10-21
24350,Dinosaurs Prehistoric Survivors,2021-08-13,44,30,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3), Simulation (28)",Arcupion Art,Arcupion Art,Engine.Unity,9,2018-05-19
24351,Prank!,2021-08-20,27,18,Adventure (25),Adventure (25),Seaborgium Entertainment,Seaborgium Entertainment,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,7,2021-08-20
24352,Girls' civilization 2,2021-06-01,17,11,RPG (3),"RPG (3), Simulation (28)",Moondolino,Moondolino,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,10,2021-06-05
24353,Red Colony Uncensored,2021-08-13,17,11,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23)",RunicCodes,RunicCodes,Engine.Unity; SDK.UnityURP; SDK.cURL,16,2021-08-13
24354,UFO Checkers,2021-10-01,17,11,Casual (4),"Casual (4), Free to Play (37), Indie (23)",samcolserra,samcolserra,Engine.Unity; SDK.UnityURP; SDK.cURL,6,2022-01-10
24355,Dude Simulator 4,2021-07-23,209,150,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23), Racing (9), Simulation (28)",Kiddy,Kiddy,Engine.Unity,23,2021-09-19
24356,CosmicBreak Universal,2021-04-07,680,498,Free to Play (37),"Action (1), Free to Play (37), Massively Multiplayer (29), RPG (3)",CyberStep Inc.,CyberStep Inc.,SDK.JVM,2642,2021-01-20
24357,Spacebase Startopia,2021-03-26,319,231,Simulation (28),"Simulation (28), Strategy (2)",Kalypso Media,Realmforge Studios,Engine.Unity; SDK.Azure_Playfab_Party; SDK.UnityBurst; SDK.UnityEntities; SDK.UnityHDRP; SDK.UnityHybridRenderer; SDK.cURL,726,2021-03-26
24358,Burned Land,2021-08-09,48,33,Strategy (2),"Action (1), Indie (23), Strategy (2)",Koya Game,Koya Game,Engine.Unity; SDK.cURL,14,2021-08-09
24359,King of Seas,2021-05-25,368,268,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Team17,3DClouds,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,1138,2021-05-25
24360,Drifters Loot the Galaxy,2021-04-15,81,57,Action (1),"Action (1), Casual (4), Free to Play (37), Indie (23), Early Access (70)",Blind Squirrel Publishing,Blind Squirrel Entertainment Inc.,Engine.Unreal; SDK.CEF; SDK.NVIDIA_APEX; SDK.NVIDIA_Ansel; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,168,2021-04-15
24361,Epidemic,2021-03-05,14,9,Indie (23),"Action (1), Adventure (25), Indie (23), Simulation (28), Strategy (2)",RPK-studio,NULLA,SDK.JVM,10,2021-03-05
24362,Dark Podval,2021-02-01,14,9,Indie (23),"Adventure (25), Casual (4), Indie (23)",Piece Of Voxel,ХаБеБу,SDK.SDL; SDK.Vorbis,2,2021-03-22
24363,Old Evil,2021-07-14,14,9,Indie (23),"Action (1), Indie (23)",UNICORE Games Studios,UNICORE Games Studios,Engine.Unity,3,2021-07-16
24364,Endless Furry Pinball 2D,2021-03-09,14,9,Indie (23),"Casual (4), Indie (23), Sports (18)",Tegridy Made Games,Tegridy Made Games,Engine.Unity; SDK.cURL,3,2021-03-23
24365,Who Are You?,2021-05-20,14,9,Free to Play (37),"Adventure (25), Free to Play (37), Indie (23)",Angelo Sanchez,Angelo Sanchez,Engine.Unity; SDK.UnityURP; SDK.cURL,3,2021-05-20
24366,Who Are You?,2021-05-20,14,9,Indie (23),"Adventure (25), Indie (23), RPG (3), Strategy (2)",SeasonBeanTeam,Season,Engine.Unity,4,2020-09-14
24367,Who Are You?,2020-09-11,6,4,Free to Play (37),"Adventure (25), Free to Play (37), Indie (23)",Angelo Sanchez,Angelo Sanchez,Engine.Unity; SDK.UnityURP; SDK.cURL,3,2021-05-20
24368,Who Are You?,2020-09-11,6,4,Indie (23),"Adventure (25), Indie (23), RPG (3), Strategy (2)",SeasonBeanTeam,Season,Engine.Unity,4,2020-09-14
24369,Nearly Dead,2021-09-10,146,105,Indie (23),"Action (1), Indie (23), RPG (3), Strategy (2), Early Access (70)",Mono Software Inc.,Mono Software Inc.,Engine.Unity,51,2021-09-11
24370,Moi Mei 2,2021-02-24,21,14,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23)",Dnovel,FreeAnimals_Software,Engine.Cocos; SDK.OpenAL; SDK.Vorbis; SDK.cURL,4,2020-12-17
24371,CyberSex 2069,2021-06-14,21,14,Casual (4),"Adventure (25), Casual (4), Indie (23)",Witching Hour Entertainment LLC,LarsMidnatt,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS; SDK.Vorbis,10,2021-06-14
24372,Ball Adventure Ball Simulator,2021-05-11,28,19,Simulation (28),"Casual (4), Free to Play (37), Simulation (28), Strategy (2)",PawelekStudio,PawelekStudio,Engine.Unity; SDK.cURL,6,2021-05-23
24373,The Dive,2021-08-18,39,27,Action (1),"Action (1), Adventure (25), Indie (23)",W0nnaFight,W0nnaFight,Engine.Unity; SDK.cURL,3,2021-08-19
24374,Drive,2021-07-23,11,7,Racing (9),"Racing (9), Simulation (28), Sports (18)",Novus Res,Novus Res,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Wwise; SDK.iZotope,4,2019-06-08
24375,ANIME Street Fight,2021-03-06,11,7,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23)",Seito Games,Seito Games,Engine.Unity,2,2020-12-16
24376,Endless Love,2021-06-22,11,7,Adventure (25),"Adventure (25), Casual (4)",玫瑰工作室,玫瑰工作室,Engine.Unity,3,2022-07-18
24377,Escape from Nowhere,2021-07-17,11,7,Indie (23),"Adventure (25), Casual (4), Indie (23), Racing (9), Simulation (28)",Piece Of Voxel,PancakeGames,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,2,2022-11-22
24378,Yoshimitsu Hatsumi,2021-07-23,11,7,Action (1),"Action (1), Adventure (25), Indie (23)",khukhrovr,Amvrella,Engine.Unity,2,2021-07-29
24379,Robosnow,2021-09-09,11,7,Racing (9),Racing (9),Vitok,Vitok,Engine.Unity,2,2022-08-11
24380,From Paris with Love: Passion with view,2021-09-10,61,43,Casual (4),Casual (4),NSFW18 Games,NSFW18 Games,Engine.Unity,30,2021-09-10
24381,Crazy Foods,2021-06-25,50,35,Massively Multiplayer (29),"Action (1), Casual (4), Indie (23), Massively Multiplayer (29), Sports (18), Early Access (70)",LOF Studios,LOF Studios,Engine.Unity; SDK.Photon; SDK.Vivox,23,2021-08-28
24382,GrandChase,2021-07-28,11467,8726,Action (1),"Action (1), Casual (4), Free to Play (37)",KOG,KOG,SDK.cURL,79883,2021-07-28
24383,Evil Inside,2021-03-25,115,83,Adventure (25),"Adventure (25), Indie (23)",JanduSoft,JanduSoft,Engine.Unity,44,2021-03-25
24384,The Kind Camomille,2021-07-10,18,12,Indie (23),"Adventure (25), Indie (23)",Xavier Moiny,Xavier Moiny,Engine.Unity,9,2021-07-10
24385,正宗台灣十六張麻將3,2021-02-08,18,12,Casual (4),"Casual (4), RPG (3)",SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT,SDK.Bink_Video; SDK.Miles_Sound_System,27,2021-02-09
24386,Happy Halloween,2021-03-13,18,12,Indie (23),"Adventure (25), Casual (4), Indie (23), Simulation (28)",HandMade Games,NL Studio,SDK.NWJS; SDK.NodeJS,8,2021-03-13
24387,Dark Forest: Lost Story VR,2021-04-11,18,12,Action (1),"Action (1), Indie (23)",AGaming+,Igor Migun,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR,3,2021-06-07
